,f_score,p_score
B_0,0.170998464948,6.78422208699e-17
B_1,0.435773643743,1.6553558341e-40
B_2,3.66091529836e-06,0.969169674835
B_3,0.00452103338059,0.174397058729
B_4,0.000281536421031,0.734657526537
B_5,0.0145227495339,0.0149226575514
B_6,0.0302785544846,0.000440132394788
B_7,0.163640836127,3.10443440112e-16
B_max,0.196536281759,3.48363819734e-19
B_min,0.137267214401,7.30244772187e-14
B_median,0.104967180608,6.01410599878e-11
G_0,0.544236814788,3.90781353282e-50
G_1,0.834771408293,7.48612262473e-76
G_2,0.119853678297,2.71325441853e-12
G_3,0.00019648975908,0.777059569751
G_4,0.000881938107045,0.548581281384
G_5,0.119518641727,2.90896014052e-12
G_6,0.140369587538,3.83833777681e-14
G_7,0.0314697395656,0.000339365440274
G_max,0.614729010034,2.20651186272e-56
G_min,0.0331976655563,0.000232975298025
G_median,0.003769435023,0.214906696726
R_0,0.795307556938,2.30453222623e-72
R_1,0.981929889567,7.55736487582e-89
R_2,0.4275277782,8.94389708285e-40
R_3,0.137745240133,6.61335605336e-14
R_4,0.0509747000483,5.10842326953e-06
R_5,0.0894046544357,1.5504491999e-09
R_6,0.123256522865,1.3377401324e-12
R_7,0.195511271914,4.30371912754e-19
R_max,0.977415270627,1.89146972468e-88
R_min,0.224207964479,1.16319386373e-21
R_median,0.176176236105,2.32782045028e-17
H_0,0.0493758024038,7.18251092151e-06
H_1,0.0406588759473,4.64388334664e-05
H_2,0.0146317764521,0.014550791808
H_3,0.000861983496024,0.553139590213
H_4,0.000975242594228,0.52815680558
H_5,0.0180079871228,0.00671546218103
H_6,0.0144821084319,0.0150637665638
H_7,0.0323686028894,0.000279014798316
H_max,0.00996722918023,0.0437316440322
H_min,0.00383109925465,0.21119414824
H_median,0.000480381896026,0.657957103633
S_0,0.100245754708,1.60986385354e-10
S_1,0.0324273652829,0.000275468884791
S_2,0.0323643186305,0.000279275116985
S_3,0.573165946242,1.06414737675e-52
S_4,0.351114442191,5.5829774525e-33
S_5,0.122627538758,1.52450002097e-12
S_6,0.395128403,6.78192412552e-37
S_7,0.405495986604,8.12112905238e-38
S_max,0.0620406787278,4.8820411974e-07
S_min,0.144019080914,1.8017382666e-14
S_median,0.049787058324,6.5795076493e-06
V_0,0.798061493193,1.31555296149e-72
V_1,0.916997318338,4.07817370515e-83
V_2,0.424909942825,1.52806933877e-39
V_3,0.161154763726,5.19101719791e-16
V_4,0.0531033840386,3.24747867683e-06
V_5,0.0575383242583,1.26649022864e-06
V_6,0.124992479543,9.32734392009e-13
V_7,0.344016651265,2.39159545747e-32
V_max,1.0,1.92216619635e-90
V_min,0.345418555899,1.79426036861e-32
V_median,0.156905087919,1.25034837797e-15
