,f_score,p_score
B_0,0.376230098737,1.74296331456e-29
B_1,0.282487153683,1.49713359649e-22
B_2,0.119375466647,2.10692445909e-10
B_3,0.266975527439,2.11280593294e-21
B_4,0.224917812972,2.79341495002e-18
B_5,0.0270794674706,0.00247523689684
B_6,0.00884279023988,0.0837307564674
B_7,0.000960914704762,0.568604192001
B_max,0.642085227049,4.51264922798e-49
B_min,0.00160313379431,0.461502029137
B_median,0.983632883941,3.87164387491e-74
G_0,0.524815089175,1.92118007916e-40
G_1,0.441549846303,2.63110218338e-34
G_2,0.493483553547,3.9049428716e-38
G_3,0.217792743799,9.45451378564e-18
G_4,0.00911869441175,0.0790525408667
G_5,0.0186675185563,0.0119797220776
G_6,0.0007589916675,0.612379474428
G_7,3.03005726046e-05,0.91936200931
G_max,0.806537917863,3.75324058135e-61
G_min,0.000883893593835,0.584527788782
G_median,0.161862634598,1.38640519526e-13
R_0,0.285349820074,9.18721396272e-23
R_1,0.313047976647,8.1733780795e-25
R_2,0.298904550037,9.10591314937e-24
R_3,0.159044947919,2.25085019877e-13
R_4,0.005529747339,0.171431564925
R_5,0.0671560717901,1.88286469826e-06
R_6,0.0858151872183,7.1645864807e-08
R_7,0.0325283908374,0.000910344055843
R_max,0.469937376004,2.12308708083e-36
R_min,0.110679039777,9.49850904372e-10
R_median,0.188941573981,1.32544635015e-15
H_0,0.00679747876107,0.129443230634
H_1,0.00796138589874,0.10080009283
H_2,0.00121427430627,0.521603970691
H_3,0.00685884618788,0.127726143515
H_4,0.0589321607559,8.03184290215e-06
H_5,0.0950710833924,1.42796962797e-08
H_6,0.172559076657,2.20563055779e-14
H_7,0.00154118187912,0.470289971891
H_max,0.143093191407,3.50859321462e-12
H_min,0.260534822194,6.34489422221e-21
H_median,0.138343965562,7.95675187302e-12
S_0,0.0009396033876,0.57292362186
S_1,1.0,2.44742615341e-75
S_2,0.171641816628,2.58202825718e-14
S_3,0.0269491330383,0.00253559372546
S_4,0.127320668382,5.3344878414e-11
S_5,0.292473698672,2.72599887191e-23
S_6,3.23342979903e-06,0.973617970766
S_7,0.117987775749,2.67874931453e-10
S_max,0.0789247629378,2.38841249857e-07
S_min,0.0657272996833,2.42128896846e-06
S_median,0.00086977028099,0.587544992141
V_0,0.277512155334,3.49852992865e-22
V_1,0.344362036194,3.94672169134e-27
V_2,0.203724327261,1.0516353108e-16
V_3,0.11702785694,3.16289796552e-10
V_4,0.00879183789961,0.0846269502961
V_5,0.0172371444899,0.0157542383188
V_6,0.0399746463993,0.000236068027052
V_7,0.0173214722352,0.0155009466958
V_max,0.508648807471,2.98065829047e-39
V_min,0.0928946902922,2.08565308303e-08
V_median,0.261663397074,5.23278275407e-21
