,f_score,p_score
B_2,0.156357892313,4.50995539753e-256
B_3,0.107896187323,7.18730674613e-178
B_4,0.187962103341,8.16467481454e-307
B_5,0.0952609134846,2.1246906168e-157
B_6,0.114524227148,1.35528697376e-188
B_median,0.116369531858,1.40567623117e-191
G_7,0.111891666133,2.45777278487e-184
G_min,0.164731536126,1.55015912991e-269
G_median,0.165244378938,2.32405375601e-270
H_0,0.0228150060491,2.88285532281e-39
H_1,0.0604867445856,7.10864245513e-101
H_2,0.00422980378948,1.62234075382e-08
H_3,0.00153370519197,0.000670587715409
H_4,0.0677133524665,1.20650184976e-112
H_5,0.0534065236207,2.49247601837e-89
H_6,0.0598270965578,8.44964016871e-100
H_7,0.0917401135932,1.09054714009e-151
H_max,0.00278866706824,4.51237764381e-06
H_min,0.00736219945425,9.27609385537e-14
H_median,0.0126731733567,1.45583459014e-22
S_0,0.0453337188106,3.77392469605e-76
S_1,0.00288294342763,3.11428621672e-06
S_2,0.0087242421625,5.04236486711e-16
S_4,0.0815465116217,3.85617250573e-135
S_5,0.0316110475969,1.06795635292e-53
S_7,0.185501370502,7.17184272402e-303
S_max,0.00401843268013,3.68747869898e-08
S_min,0.0264004488319,3.7385933262e-45
S_median,0.000596763344616,0.0338598978696
