,f_score,p_score
B_0,0.0419803886243,0.000170526544416
B_1,0.0125105881021,0.0401515264953
B_2,0.0949866642763,1.5670199775e-08
B_3,0.212958337669,2.57035181547e-17
B_4,0.246547563152,8.44597326196e-20
B_5,0.0596873150054,7.3878220908e-06
B_6,0.01595536751,0.0204737194973
B_7,0.00719296611146,0.119686312066
B_max,0.0870515050609,6.20471256119e-08
B_min,0.00556282524217,0.171170381982
B_median,0.6282005753,7.83500311726e-48
G_0,0.0169278786522,0.016980340654
G_1,0.0200008468077,0.00946560907874
G_2,0.010454695565,0.0606540480779
G_3,0.000256889061087,0.76870061006
G_4,0.201685750899,1.75625236852e-16
G_5,0.867627318328,2.47447614886e-65
G_6,0.304759977189,4.29145215092e-24
G_7,0.00561402053004,0.169213520822
G_max,0.0264677901131,0.00283678909308
G_min,0.00767538959934,0.107960876584
G_median,0.0207122106906,0.00827835211436
R_0,0.0525977421129,2.58060614535e-05
R_1,0.0234414403644,0.00496837519272
R_2,0.0099507733443,0.0672141289273
R_3,0.017686579745,0.0146856573623
R_4,0.0817420327096,1.56137710571e-07
R_5,0.262782323605,5.34546226677e-21
R_6,0.367874921102,9.70843235447e-29
R_7,0.0979888824066,9.31820590599e-09
R_max,0.0756402994163,4.51981382461e-07
R_min,0.24736706747,7.34716707668e-20
R_median,0.0832325475469,1.20480648048e-07
H_0,0.0296636931677,0.00157795374751
H_1,0.00195393540704,0.417345822335
H_2,0.00388330161152,0.252888406806
H_3,0.0294706188384,0.00163465112502
H_4,0.11825760811,2.81655420407e-10
H_5,0.353335433114,1.13899712706e-27
H_6,0.446538454116,1.61465102449e-34
H_7,0.0261579902546,0.00300356732466
H_max,7.00686874324e-05,0.87793736407
H_min,0.932396221627,4.63960359233e-70
H_median,0.249831886643,4.83147853239e-20
S_0,0.149744775713,1.26031462925e-12
S_1,0.431030405489,2.22121198412e-33
S_2,0.0241305391666,0.00437104340753
S_3,1.0,5.43821407507e-75
S_4,0.452276625581,6.12216712568e-35
S_5,0.0554503840826,1.55881266062e-05
S_6,0.172774386951,2.44608426098e-14
S_7,0.0659392513248,2.46436171192e-06
S_max,0.0493839439133,4.56052422296e-05
S_min,0.0193896492722,0.0106245269966
S_median,0.257967377221,1.21168532031e-20
V_0,0.0363252714964,0.000470910220927
V_1,0.04216863576,0.000164879617697
V_2,0.00556280509486,0.17117115718
V_3,0.000619756706963,0.647837808583
V_4,0.00738437836053,0.114873813546
V_5,0.0354506527403,0.000551455710056
V_6,0.1604790339,2.0042699978e-13
V_7,0.0914049559633,2.91507834881e-08
V_max,0.0474737803473,6.40257427501e-05
V_min,0.22725324328,2.25180387091e-18
V_median,0.0111640374706,0.0525493952408
