,f_score,p_score
B_0,0.0328547600371,0.00525986085097
B_1,0.0105493261388,0.113795158058
B_2,0.0243038312467,0.0163853024906
B_3,0.0484190938512,0.000704679708656
B_4,0.0233981984457,0.0185189145598
B_5,0.00111117459428,0.607788656953
B_6,0.000153448447219,0.848742059411
B_7,0.00135366099642,0.571073447659
B_max,0.0568861151187,0.000240658106026
B_min,4.7178051964e-05,0.915778174692
B_median,0.117531225072,1.30760575346e-07
G_0,0.0882551390902,4.79452156618e-06
G_1,0.0343366031563,0.00433211127394
G_2,0.124005600525,5.92130749167e-08
G_3,0.0523157295154,0.000429242702546
G_4,0.126529865762,4.34932597174e-08
G_5,0.271069077832,1.11021624247e-15
G_6,0.0331454169361,0.00506313919515
G_7,8.29905441952e-05,0.888453560586
G_max,0.149220269225,2.73624362217e-09
G_min,0.000716489723281,0.680248340179
G_median,0.104031983616,6.85223359101e-07
R_0,0.0240056659408,0.0170582319942
R_1,0.013919238402,0.0693001026414
R_2,0.0394547801208,0.0022271828443
R_3,0.0158631139909,0.0524832413345
R_4,0.000848794182618,0.653746256987
R_5,0.000596330864268,0.706930375045
R_6,0.0130903928786,0.0781457680047
R_7,0.00590343858341,0.236821216308
R_max,0.0388586500745,0.00240577903447
R_min,0.00590222532563,0.236869400076
R_median,0.0294761477309,0.0082102115136
H_0,0.00257909566422,0.434268114949
H_1,0.0155218140065,0.0550888074957
H_2,0.0204419753224,0.0277158112617
H_3,0.0090637810595,0.142703052066
H_4,0.000283222914959,0.795548799851
H_5,0.00282020218185,0.413562434044
H_6,0.0104055984029,0.116286436835
H_7,0.000794284643798,0.664345381119
H_max,0.0674717471729,6.35985986148e-05
H_min,0.000973233330692,0.630999148096
H_median,0.022864516071,0.0199086932685
S_0,0.00359239097229,0.356104553365
S_1,0.274330705193,7.50184977317e-16
S_2,0.0395315167756,0.00220519162422
S_3,0.0165695524915,0.0474954229886
S_4,1.0,2.16949833641e-53
S_5,0.529696319681,4.08001260575e-29
S_6,0.0095606719812,0.132210751494
S_7,0.624107183938,5.327265365e-34
S_max,0.0106904471361,0.11140619364
S_min,0.0680204796964,5.93773823421e-05
S_median,0.000289277646661,0.793423957968
V_0,0.0157048025964,0.0536752111483
V_1,0.0064691044318,0.215586864783
V_2,0.0249005113102,0.0151195880387
V_3,0.014603433503,0.0628056035291
V_4,0.000558634265597,0.715929553202
V_5,0.00072009040054,0.679490473224
V_6,0.00903151942678,0.143415931903
V_7,0.00193252423437,0.498508308772
V_max,0.0347847964404,0.00408572525693
V_min,0.00413879587125,0.321924995959
V_median,0.030692972114,0.00699030892368
